ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0006721,terpenoid metabolic process,9/331,78/12931,1.6324085232818371e-4,0.0066060219100265855,0.0054836529773863016,AKR1B1/RARRES2/LRP1/ALDH1A2/APOE/CYP4V2/PLB1/ALDH1A1/APOC2,9
GO:0014002,astrocyte development,6/331,33/12931,1.6601190686469123e-4,0.0066060219100265855,0.0054836529773863016,TREM2/LRP1/TLR4/ROR2/ROR1/AGER,6
GO:0032640,tumor necrosis factor production,10/331,96/12931,1.6911883933169565e-4,0.0066060219100265855,0.0054836529773863016,TREM2/NFATC4/ACP5/CD33/GPNMB/TLR4/ARRB2/SPON2/NLRC3/GAS6,10
GO:0022617,extracellular matrix disassembly,8/331,62/12931,1.7177488082529408e-4,0.0066060219100265855,0.0054836529773863016,MMP2/MMP9/MMP19/LRP1/CTSK/CTSS/HTRA1/DPP4,8
GO:0097006,regulation of plasma lipoprotein particle levels,8/331,62/12931,1.7177488082529408e-4,0.0066060219100265855,0.0054836529773863016,MSR1/HMOX1/PLTP/LIPA/APOE/APOC1/ABCA1/APOC2,8
GO:0060326,cell chemotaxis,16/331,220/12931,1.7324581550016947e-4,0.0066060219100265855,0.0054836529773863016,HGF/LGMN/PTN/RARRES2/CXCL12/PDGFRB/NCKAP1L/MPP1/ARRB2/IL34/ITGB2/IL16/CSF1R/GAS6/CSF1/DPP4,16
GO:0043410,positive regulation of MAPK cascade,24/331,415/12931,1.734737849052074e-4,0.0066060219100265855,0.0054836529773863016,HGF/P2RX7/TREM2/PDGFRB/SORBS3/GLIPR2/LRP1/APOE/CHI3L1/GPNMB/TLR4/ARRB1/ARRB2/IL34/HAND2/ROR2/ZEB2/P2RY1/CSF1R/GAS6/ROR1/FFAR4/AGER/PIK3R6,24
GO:0034375,high-density lipoprotein particle remodeling,4/331,12/12931,1.773623098785162e-4,0.006686559082420062,0.005550506813356092,PLTP/APOE/APOC1/APOC2,4
GO:0001894,tissue homeostasis,15/331,199/12931,1.863002948158694e-4,0.0069539813015428486,0.005772493762246792,AKR1B1/P2RX7/ACP5/CDH23/LIPA/TCIRG1/PDGFRB/TLR4/CTSK/TPP1/LDB2/CSF1R/TMEM119/CSF1/MBP,15
GO:0071706,tumor necrosis factor superfamily cytokine production,10/331,98/12931,2.007309741397213e-4,0.007419174240262248,0.006158650011531388,TREM2/NFATC4/ACP5/CD33/GPNMB/TLR4/ARRB2/SPON2/NLRC3/GAS6,10
GO:0051046,regulation of secretion,27/331,499/12931,2.0476245713349877e-4,0.007494703528090198,0.006221346806927867,NR1H3/TNFRSF1B/P2RX7/TREM2/HMOX1/LILRB1/CD33/CXCL12/P2RX1/TCIRG1/LRP1/OPRL1/SERGEF/APOE/MICAL1/TLR4/ARRB1/ABR/ITGB2/P2RY1/GRK2/SEPTIN1/FES/CADM1/PRKN/FFAR4/DPP4,27
GO:0050866,negative regulation of cell activation,13/331,159/12931,2.2470942382808972e-4,0.008145716613768252,0.006761752196770351,NR1H3/HMOX1/LILRB1/LOXL3/APOE/GPNMB/ATM/VSIG4/TNFRSF14/ABR/TNFAIP8L2/SOCS5/CD300LF,13
GO:0006869,lipid transport,18/331,274/12931,2.474759145290561e-4,0.008885563788328967,0.007375898685662994,GRAMD1B/NR1H3/MSR1/OSBPL3/NCOA1/P2RX7/PLTP/EEPD1/LRP1/APOE/APOC1/SLCO2B1/ATP8B2/ABCA1/STARD5/CLN8/PRKN/APOC2,18
GO:0002695,negative regulation of leukocyte activation,12/331,140/12931,2.518293199436525e-4,0.00895657109610915,0.007434841789398994,NR1H3/HMOX1/LILRB1/LOXL3/GPNMB/ATM/VSIG4/TNFRSF14/ABR/TNFAIP8L2/SOCS5/CD300LF,12
GO:0002521,leukocyte differentiation,24/331,428/12931,2.745216752106406e-4,0.009672399210692665,0.008029050077729803,SPI1/TREM2/MMP9/LILRB1/TCIRG1/LOXL3/NCKAP1L/LRRC17/DOCK10/TLR4/ATM/PLCL2/IL34/NLRP3/ROR2/SOCS5/FES/CSF1R/GAS6/CSF1/TOX/MAFB/AGER/PIK3R6,24
GO:0002703,regulation of leukocyte mediated immunity,13/331,163/12931,2.868948725843508e-4,0.009922877703146812,0.00823697205401521,TNFRSF1B/P2RX7/HMOX1/LILRB1/TLR4/ARRB2/ABR/ITGB2/NLRP3/FES/CADM1/AGER/PIK3R6,13
GO:0030595,leukocyte chemotaxis,13/331,163/12931,2.868948725843508e-4,0.009922877703146812,0.00823697205401521,LGMN/PTN/RARRES2/CXCL12/NCKAP1L/MPP1/IL34/ITGB2/IL16/CSF1R/GAS6/CSF1/DPP4,13
GO:0032370,positive regulation of lipid transport,7/331,51/12931,2.9714364483962114e-4,0.01018392310041247,0.008453665608690847,NR1H3/P2RX7/PLTP/EEPD1/LRP1/APOE/ABCA1,7
GO:0071295,cellular response to vitamin,5/331,24/12931,3.0352210149799276e-4,0.010216770737923505,0.008480932403698613,SNAI2/PTN/COL1A1/FES/GAS6,5
GO:1905523,positive regulation of macrophage migration,5/331,24/12931,3.0352210149799276e-4,0.010216770737923505,0.008480932403698613,TREM2/RARRES2/IL34/CSF1R/CSF1,5
GO:0045453,bone resorption,7/331,52/12931,3.359404597840928e-4,0.011192824454214175,0.009291153735132974,P2RX7/ACP5/TCIRG1/CTSK/TPP1/CSF1R/TMEM119,7
GO:0043269,regulation of ion transport,25/331,461/12931,3.4031292379688323e-4,0.011192824454214175,0.009291153735132974,KCNAB2/P2RX7/CAPN3/TREM2/MMP9/LILRB1/CD33/CXCL12/P2RX1/TCIRG1/PDGFRB/KCNJ5/OPRL1/APOE/FXYD6/ARRB2/CTSS/P2RY1/IL16/KCNE3/KCND2/PRKN/TPCN1/TRPV2/PLPP4,25
GO:0034368,protein-lipid complex remodeling,4/331,14/12931,3.443945985912054e-4,0.011192824454214175,0.009291153735132974,PLTP/APOE/APOC1/APOC2,4
GO:0034369,plasma lipoprotein particle remodeling,4/331,14/12931,3.443945985912054e-4,0.011192824454214175,0.009291153735132974,PLTP/APOE/APOC1/APOC2,4
GO:1905954,positive regulation of lipid localization,8/331,69/12931,3.637975456706096e-4,0.01172236536049742,0.009730725175697008,NR1H3/MSR1/P2RX7/PLTP/EEPD1/LRP1/APOE/ABCA1,8
GO:0030225,macrophage differentiation,6/331,38/12931,3.715827868421377e-4,0.011871755138939484,0.009854733499390502,SPI1/MMP9/IL34/ROR2/CSF1R/CSF1,6
GO:0007600,sensory perception,21/331,359/12931,3.780419667518259e-4,0.011976623652557847,0.009941784760311176,SNAI2/SEMA5B/P2RX7/CXCL12/CDH23/COL1A1/OPRL1/PDE6B/PLCB2/ARRB2/HMCN1/CYP4V2/PIEZO2/OTOA/P2RY1/FZD2/KCND2/ROR1/FFAR4/TRPV2/MBP,21
GO:1903708,positive regulation of hemopoiesis,13/331,168/12931,3.8479957861459673e-4,0.012089120094808581,0.010035167958080668,TREM2/NCKAP1L/IL34/NLRP3/ROR2/SOCS5/FES/GAS6/CSF1/TOX/AGER/PIK3R6/RAB7B,13
GO:0060249,anatomical structure homeostasis,22/331,386/12931,3.940330040652743e-4,0.012276896077075074,0.010191040635807398,TSPOAP1/AKR1B1/P2RX7/CAPN3/ACP5/CDH23/LIPA/P2RX1/TCIRG1/PDGFRB/TLR4/CTSK/HMBOX1/ATM/TPP1/LDB2/P2RY1/CSF1R/TMEM119/CSF1/PRKN/MBP,22
GO:0050766,positive regulation of phagocytosis,7/331,54/12931,4.256933208998774e-4,0.013154621473709327,0.010919639715576664,TREM2/NCKAP1L/LRP1/ABR/C2/GAS6/CD300LF,7
GO:1903531,negative regulation of secretion by cell,10/331,108/12931,4.431282687495712e-4,0.013582061570616939,0.011274457364077665,NR1H3/TNFRSF1B/HMOX1/LILRB1/SERGEF/APOE/ABR/P2RY1/PRKN/FFAR4,10
GO:0010934,macrophage cytokine production,4/331,15/12931,4.6020269484607895e-4,0.013769556821981886,0.01143009700732993,LILRB1/TLR4/SPON2/GAS6,4
GO:0034367,protein-containing complex remodeling,4/331,15/12931,4.6020269484607895e-4,0.013769556821981886,0.01143009700732993,PLTP/APOE/APOC1/APOC2,4
GO:0060973,cell migration involved in heart development,4/331,15/12931,4.6020269484607895e-4,0.013769556821981886,0.01143009700732993,SNAI2/TBX5/PDGFRB/HAND2,4
GO:0150076,neuroinflammatory response,7/331,55/12931,4.7723674072269187e-4,0.014166791437201167,0.011759841112047767,TNFRSF1B/TREM2/MMP9/LRP1/ATM/ITGB2/AGER,7
GO:0018958,phenol-containing compound metabolic process,8/331,72/12931,4.87333376173195e-4,0.014353490845101133,0.011914820126339709,AKR1B1/CPQ/CTSK/ITGB2/HAND2/CTSB/ZEB2/PRKN,8
GO:0002573,myeloid leukocyte differentiation,13/331,173/12931,5.097865341590511e-4,0.014898412664958316,0.012367159249733651,SPI1/TREM2/MMP9/LILRB1/TCIRG1/LRRC17/TLR4/IL34/ROR2/FES/CSF1R/CSF1/MAFB,13
GO:0006775,fat-soluble vitamin metabolic process,5/331,27/12931,5.413054115178071e-4,0.015578025965054448,0.01293130565241013,SNAI2/LGMN/PLTP/ALDH1A2/CYP27A1,5
GO:0009595,detection of biotic stimulus,5/331,27/12931,5.413054115178071e-4,0.015578025965054448,0.01293130565241013,NLRC4/TREM2/TLR4/NLRP3/NAIP,5
GO:0006897,endocytosis,25/331,477/12931,5.630557280658883e-4,0.016081212839457567,0.013349000634289364,MRC2/NR1H3/MSR1/ANKRD13A/TREM2/RIN3/EEA1/LILRB1/IL10RA/LOXL3/NCKAP1L/LRP1/APOE/APOC1/ARRB1/STON2/ARRB2/FCHO2/ITGB2/ABCA1/GRK2/CD163/HHIPL1/AGER/APOC2,25
GO:0034381,plasma lipoprotein particle clearance,6/331,41/12931,5.674372770796816e-4,0.016084500260078193,0.01335172951925519,MSR1/HMOX1/LIPA/APOE/APOC1/APOC2,6
GO:0046849,bone remodeling,8/331,74/12931,5.871257661367832e-4,0.01651838909205726,0.013711900257067216,P2RX7/ACP5/PTN/TCIRG1/CTSK/TPP1/CSF1R/TMEM119,8
GO:0060977,coronary vasculature morphogenesis,4/331,16/12931,6.0129786012099e-4,0.016668330387177445,0.01383636639427015,TBX5/PDGFRB/HAND2/SGCD,4
GO:0098581,detection of external biotic stimulus,4/331,16/12931,6.0129786012099e-4,0.016668330387177445,0.01383636639427015,NLRC4/TREM2/TLR4/NAIP,4
GO:0060627,regulation of vesicle-mediated transport,24/331,454/12931,6.418807535463136e-4,0.0176290310281049,0.014633843151348839,NR1H3/ANKRD13A/TREM2/HMOX1/LILRB1/P2RX1/NCKAP1L/LRP1/APOE/APOC1/MICAL1/ARRB1/STON2/ARRB2/ABR/ITGB2/C2/P2RY1/SEPTIN1/FES/GAS6/PRKN/CD300LF/APOC2,24
GO:0061082,myeloid leukocyte cytokine production,5/331,28/12931,6.453067060685614e-4,0.0176290310281049,0.014633843151348839,HMOX1/LILRB1/TLR4/SPON2/GAS6,5
GO:0048871,multicellular organismal homeostasis,22/331,401/12931,6.587226176402386e-4,0.017866073874127333,0.014830612209348195,NR1H3/AKR1B1/P2RX7/ACP5/CDH23/LIPA/TCIRG1/PDGFRB/TLR4/CTSK/FLG/PLCL2/ACOT11/ALDH1A1/TPP1/LDB2/CSF1R/TMEM119/CSF1/FFAR4/TRPV2/MBP,22
GO:0070663,regulation of leukocyte proliferation,13/331,178/12931,6.67580196072071e-4,0.017976980994226482,0.014922676112197495,TNFRSF1B/LILRB1/NCKAP1L/GPNMB/TLR4/ATM/VSIG4/IL34/TNFRSF14/CSF1R/CSF1/AGER/HLA-DMB,13
GO:0071827,plasma lipoprotein particle organization,5/331,29/12931,7.635759712388564e-4,0.020210625135253613,0.016776822149129973,PLTP/APOE/APOC1/ABCA1/APOC2,5
GO:0032092,positive regulation of protein binding,8/331,77/12931,7.671805300545831e-4,0.020210625135253613,0.016776822149129973,PLXND1/MMP9/CAPRIN2/LRP1/APOE/ARRB1/PLCL2/PRKN,8
GO:0002761,regulation of myeloid leukocyte differentiation,9/331,96/12931,7.764672316419261e-4,0.020210625135253613,0.016776822149129973,TREM2/LILRB1/LRRC17/TLR4/IL34/ROR2/FES/CSF1/MAFB,9
GO:0006720,isoprenoid metabolic process,9/331,96/12931,7.764672316419261e-4,0.020210625135253613,0.016776822149129973,AKR1B1/RARRES2/LRP1/ALDH1A2/APOE/CYP4V2/PLB1/ALDH1A1/APOC2,9
GO:0001525,angiogenesis,23/331,433/12931,7.773317359712928e-4,0.020210625135253613,0.016776822149129973,PLXND1/HGF/VASH1/MMP2/HMOX1/NFATC4/PTN/PDGFRB/AKT3/NRP2/MMP19/CHI3L1/GPNMB/ANGPTL2/ITGAX/RSPO3/ADAM12/ITGB2/PLXDC1/FMNL3/HAND2/TNFAIP2/PIK3R6,23
GO:0015844,monoamine transport,6/331,44/12931,8.353244905166863e-4,0.021569680337314434,0.017904972677044762,LILRB1/CXCL12/P2RX1/P2RY1/GRK2/PRKN,6
GO:0048512,circadian behavior,5/331,30/12931,8.97301824857419e-4,0.02301243455586714,0.01910260168493453,PER3/PTGDS/OPRL1/NCOR1/KCND2,5
GO:1901215,negative regulation of neuron death,12/331,162/12931,9.41819202636426e-4,0.02371690863162918,0.019687384995625733,TNFRSF1B/HMOX1/LGMN/NFATC4/LRP1/APOE/GPNMB/ARRB1/ARRB2/CSF1/PRKN/NAIP,12
GO:0043277,apoptotic cell clearance,6/331,45/12931,9.434025307874628e-4,0.02371690863162918,0.019687384995625733,NR1H3/TREM2/LRP1/C2/GAS6/CD300LF,6
GO:0007162,negative regulation of cell adhesion,15/331,232/12931,9.436435795077924e-4,0.02371690863162918,0.019687384995625733,PLXND1/SNAI2/FBLN1/LILRB1/CXCL12/COL1A1/LOXL3/LRP1/PLXNC1/GPNMB/VSIG4/TNFRSF14/TNFAIP8L2/SOCS5/MBP,15
GO:0051924,regulation of calcium ion transport,13/331,185/12931,9.562042801590803e-4,0.023873444610594256,0.019817325374088153,P2RX7/CAPN3/LILRB1/CD33/CXCL12/P2RX1/PDGFRB/OPRL1/ARRB2/IL16/KCNE3/TRPV2/PLPP4,13
GO:0010759,positive regulation of macrophage chemotaxis,4/331,18/12931,9.708807960609783e-4,0.023923010465031952,0.019858469946262735,RARRES2/IL34/CSF1R/CSF1,4
GO:0034104,negative regulation of tissue remodeling,4/331,18/12931,9.708807960609783e-4,0.023923010465031952,0.019858469946262735,P2RX7/ABR/TMEM119/AGER,4
GO:0030316,osteoclast differentiation,8/331,80/12931,9.891927227583053e-4,0.02399406577926943,0.019917452900116712,TREM2/LILRB1/TCIRG1/LRRC17/TLR4/CSF1R/CSF1/MAFB,8
GO:0034103,regulation of tissue remodeling,7/331,62/12931,9.92857894314597e-4,0.02399406577926943,0.019917452900116712,P2RX7/GPNMB/ABR/HAND2/CSF1R/TMEM119/AGER,7
GO:0071674,mononuclear cell migration,7/331,62/12931,9.92857894314597e-4,0.02399406577926943,0.019917452900116712,LGMN/RARRES2/CXCL12/IL34/CSF1R/CSF1/AGER,7
GO:0051048,negative regulation of secretion,10/331,120/12931,0.0010144844229775596,0.024360549519907005,0.020221670730890276,NR1H3/TNFRSF1B/HMOX1/LILRB1/SERGEF/APOE/ABR/P2RY1/PRKN/FFAR4,10
GO:0007622,rhythmic behavior,5/331,31/12931,0.001047701848342785,0.02484173564938553,0.020621102913757697,PER3/PTGDS/OPRL1/NCOR1/KCND2,5
GO:0097242,amyloid-beta clearance,5/331,31/12931,0.001047701848342785,0.02484173564938553,0.020621102913757697,MSR1/TREM2/LRP1/APOE/ITGB2,5
GO:0042698,ovulation cycle,6/331,46/12931,0.0010619237396048906,0.024866164585779112,0.020641381352372278,NCOA1/PTN/MMP19/OPRL1/ARRB1/ARRB2,6
GO:1905517,macrophage migration,6/331,46/12931,0.0010619237396048906,0.024866164585779112,0.020641381352372278,TREM2/RARRES2/IL34/ROR2/CSF1R/CSF1,6
GO:0048511,rhythmic process,15/331,235/12931,0.0010746364022379377,0.02500851380516682,0.020759545314187063,NR1H3/PER3/NCOA1/DBP/PTN/PTGDS/HS3ST2/BHLHE41/MMP19/OPRL1/PDE6B/ARRB1/NCOR1/ARRB2/KCND2,15
GO:0071621,granulocyte chemotaxis,8/331,82/12931,0.0011638062905923153,0.026917482917380543,0.022344178895259626,RARRES2/NCKAP1L/MPP1/IL34/ITGB2/CSF1R/CSF1/DPP4,8
GO:0007159,leukocyte cell-cell adhesion,17/331,287/12931,0.001171714434810515,0.026935142800217325,0.022358838348470227,ITGAL/STK10/LILRB1/CXCL12/LOXL3/NCKAP1L/GPNMB/VSIG4/TNFRSF14/ITGB2/NLRP3/TNFAIP8L2/SOCS5/DPP4/AGER/HLA-DMB/PIK3R6,17
GO:0010876,lipid localization,18/331,313/12931,0.0011862284114251154,0.027060985249563484,0.02246330005499155,GRAMD1B/NR1H3/MSR1/OSBPL3/NCOA1/P2RX7/PLTP/EEPD1/LRP1/APOE/APOC1/SLCO2B1/ATP8B2/ABCA1/STARD5/CLN8/PRKN/APOC2,18
GO:0032732,positive regulation of interleukin-1 production,6/331,47/12931,0.001191544708601469,0.027060985249563484,0.02246330005499155,P2RX7/NLRC4/TLR4/NLRP3/IL16/AGER,6
GO:0071825,protein-lipid complex subunit organization,5/331,32/12931,0.001216019467505734,0.02734772354177336,0.022701321259162976,PLTP/APOE/APOC1/ABCA1/APOC2,5
GO:0031214,biomineral tissue development,10/331,123/12931,0.0012259324346312196,0.02734772354177336,0.022701321259162976,P2RX7/PTN/COL1A1/FAM20A/TCIRG1/GPNMB/ROR2/PHOSPHO1/GAS6/TMEM119,10
GO:0110148,biomineralization,10/331,123/12931,0.0012259324346312196,0.02734772354177336,0.022701321259162976,P2RX7/PTN/COL1A1/FAM20A/TCIRG1/GPNMB/ROR2/PHOSPHO1/GAS6/TMEM119,10
GO:0002699,positive regulation of immune effector process,12/331,168/12931,0.001291368079545099,0.028637986234617784,0.023772367185681605,P2RX7/HMOX1/LILRB1/TLR4/TNFRSF14/SPON2/ITGB2/NLRP3/SOCS5/FES/CADM1/HLA-DMB,12
GO:0030199,collagen fibril organization,6/331,48/12931,0.0013329377953249758,0.02921613656032069,0.02425228926255296,COL5A3/COL1A1/LOXL3/ADAMTS14/COL3A1/COL14A1,6
GO:0050918,positive chemotaxis,6/331,48/12931,0.0013329377953249758,0.02921613656032069,0.02425228926255296,HGF/CXCL12/LRP1/GPNMB/IL16/AGER,6
GO:0032755,positive regulation of interleukin-6 production,7/331,66/12931,0.0014411931348579416,0.03131524645769464,0.02599475854215445,P2RX7/TLR4/SPON2/IL16/MBP/AGER/RAB7B,7
GO:0022604,regulation of cell morphogenesis,22/331,426/12931,0.0014453190672782138,0.03131524645769464,0.02599475854215445,PLXND1/FBLN1/EPB41L3/SEMA5B/NFATC4/PTN/CXCL12/CAPRIN2/LRP1/APOE/PLXNC1/PTPRD/ITGB2/FMNL3/SHOX2/ZEB2/P2RY1/FES/CSF1R/PRKN/ARAP1/TRPV2,22
GO:0002367,cytokine production involved in immune response,8/331,85/12931,0.0014709491700373993,0.0316244994062607,0.026251469142765053,TNFRSF1B/HMOX1/LILRB1/TLR4/TNFRSF14/SPON2/NLRP3/GAS6,8
GO:0034377,plasma lipoprotein particle assembly,4/331,20/12931,0.0014763692030508972,0.0316244994062607,0.026251469142765053,APOE/APOC1/ABCA1/APOC2,4
GO:0035282,segmentation,7/331,67/12931,0.001574726376124672,0.0335407821355368,0.02784217375092863,TBX18/NRP2/ALDH1A2/ATM/ROR2/ZEB2/MAFB,7
GO:0007223,"Wnt signaling pathway, calcium modulating pathway",5/331,34/12931,0.0016114916073445998,0.03413103011061315,0.028332138075904765,NFATC1/PDE6B/PLCB2/ROR2/FZD2,5
GO:0002224,toll-like receptor signaling pathway,10/331,128/12931,0.0016573529615953825,0.034748713563101906,0.028844876566550878,NR1H3/LGMN/TLR4/ARRB2/CTSK/ITGB2/CTSS/CTSB/CD300LF/RAB7B,10
GO:0030100,regulation of endocytosis,12/331,173/12931,0.0016590897722435923,0.034748713563101906,0.028844876566550878,NR1H3/ANKRD13A/TREM2/LILRB1/NCKAP1L/LRP1/APOE/APOC1/ARRB1/STON2/ARRB2/APOC2,12
GO:0002291,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,3/331,10/12931,0.0017447691402566609,0.03555556572306817,0.02951464383489646,ITGAL/LILRB1/HLA-DMB,3
GO:0032494,response to peptidoglycan,3/331,10/12931,0.0017447691402566609,0.03555556572306817,0.02951464383489646,TREM2/IRF5/NLRP3,3
GO:0045657,positive regulation of monocyte differentiation,3/331,10/12931,0.0017447691402566609,0.03555556572306817,0.02951464383489646,IL34/FES/CSF1,3
GO:0099509,regulation of presynaptic cytosolic calcium ion concentration,3/331,10/12931,0.0017447691402566609,0.03555556572306817,0.02951464383489646,TSPOAP1/P2RX1/P2RY1,3
GO:1903977,positive regulation of glial cell migration,3/331,10/12931,0.0017447691402566609,0.03555556572306817,0.02951464383489646,TREM2/LRP1/CSF1,3
GO:0010743,regulation of macrophage derived foam cell differentiation,4/331,21/12931,0.001787332024795209,0.03596607336936678,0.029855405871039357,NR1H3/MSR1/ABCA1/CSF1,4
GO:0001910,regulation of leukocyte mediated cytotoxicity,6/331,51/12931,0.0018346912647928776,0.03596607336936678,0.029855405871039357,P2RX7/LILRB1/ARRB2/CADM1/AGER/PIK3R6,6
GO:0045670,regulation of osteoclast differentiation,6/331,51/12931,0.0018346912647928776,0.03596607336936678,0.029855405871039357,TREM2/LILRB1/LRRC17/TLR4/CSF1/MAFB,6
GO:0060760,positive regulation of response to cytokine stimulus,6/331,51/12931,0.0018346912647928776,0.03596607336936678,0.029855405871039357,TREM2/TLR4/GAS6/CSF1/PRKN/CD300LF,6
GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,5/331,35/12931,0.001841233994771297,0.03596607336936678,0.029855405871039357,ITGAL/HMCN1/PTPRD/CADM1/FAT4,5
GO:0032964,collagen biosynthetic process,5/331,35/12931,0.001841233994771297,0.03596607336936678,0.029855405871039357,TRAM2/COL1A1/P3H3/PDGFRB/ARRB2,5
GO:0097028,dendritic cell differentiation,5/331,35/12931,0.001841233994771297,0.03596607336936678,0.029855405871039357,SPI1/TREM2/LILRB1/GAS6/AGER,5
GO:0120009,intermembrane lipid transfer,5/331,35/12931,0.001841233994771297,0.03596607336936678,0.029855405871039357,GRAMD1B/PLTP/APOE/ABCA1/STARD5,5
GO:0042742,defense response to bacterium,10/331,131/12931,0.001970376811465298,0.03829031226404213,0.031784754533295344,P2RX7/NLRC4/TREM2/ACP5/RARRES2/TLR4/TNFRSF14/SPON2/NLRP3/NAIP,10
GO:0032642,regulation of chemokine production,6/331,52/12931,0.0020301805002288058,0.03878248603564589,0.03219330754822706,SNAI2/TREM2/TLR4/SOCS5/MBP/AGER,6
GO:0002718,regulation of cytokine production involved in immune response,7/331,70/12931,0.0020337606334263326,0.03878248603564589,0.03219330754822706,TNFRSF1B/HMOX1/LILRB1/TLR4/TNFRSF14/SPON2/NLRP3,7
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,7/331,70/12931,0.0020337606334263326,0.03878248603564589,0.03219330754822706,HGF/MMP9/MICAL1/ARRB1/ARRB2/GAS6/NAIP,7
GO:0043524,negative regulation of neuron apoptotic process,9/331,110/12931,0.002036852051739492,0.03878248603564589,0.03219330754822706,HMOX1/LGMN/NFATC4/LRP1/APOE/ARRB1/ARRB2/PRKN/NAIP,9
GO:0021536,diencephalon development,5/331,36/12931,0.0020940634876582443,0.039671454012420004,0.03293123908388236,NCOA1/PTN/NRP2/ALDH1A2/ZEB2,5
GO:0042110,T cell activation,20/331,384/12931,0.0021286859476198836,0.04012573011263481,0.03330833327512586,ITGAL/TNFRSF1B/P2RX7/LILRB1/TCIRG1/LOXL3/NCKAP1L/GPNMB/VSIG4/TNFRSF14/NLRP3/TNFAIP8L2/NLRC3/SOCS5/DPP4/TOX/MAFB/AGER/HLA-DMB/PIK3R6,20
GO:0070050,neuron cellular homeostasis,4/331,22/12931,0.002140932803288117,0.04015580432037911,0.03333329784852354,TSPOAP1/P2RX1/P2RY1/PRKN,4
GO:0051051,negative regulation of transport,18/331,331/12931,0.002203344270505787,0.04093821765619012,0.03398277847043228,NR1H3/TNFRSF1B/ANKRD13A/HMOX1/MMP9/LILRB1/CD33/OPRL1/SERGEF/APOE/APOC1/ABR/P2RY1/KCNE3/PRKN/CD300LF/FFAR4/APOC2,18
GO:0007584,response to nutrient,10/331,133/12931,0.002204365566102545,0.04093821765619012,0.03398277847043228,SNAI2/NCOA1/HMOX1/PTN/COL1A1/ALDH1A2/ABCA1/C2/FES/GAS6,10
GO:0010959,regulation of metal ion transport,16/331,279/12931,0.002252595891208222,0.0414257878529512,0.034387510061936036,KCNAB2/P2RX7/CAPN3/TREM2/LILRB1/CD33/CXCL12/P2RX1/PDGFRB/OPRL1/FXYD6/ARRB2/IL16/KCNE3/TRPV2/PLPP4,16
GO:0050867,positive regulation of cell activation,16/331,279/12931,0.002252595891208222,0.0414257878529512,0.034387510061936036,CAPN3/TREM2/LILRB1/PDGFRB/NCKAP1L/TLR4/TNFRSF14/ITGB2/NLRP3/SOCS5/GAS6/DPP4/TOX/AGER/HLA-DMB/PIK3R6,16
GO:0010832,negative regulation of myotube differentiation,3/331,11/12931,0.0023538064402151234,0.04257058648991248,0.03533780640360459,BHLHE41/PLPP7/TMEM119,3
GO:1900272,negative regulation of long-term synaptic potentiation,3/331,11/12931,0.0023538064402151234,0.04257058648991248,0.03533780640360459,PTN/APOE/AGER,3
GO:0014009,glial cell proliferation,5/331,37/12931,0.0023713058787484405,0.04257058648991248,0.03533780640360459,TREM2/PTN/IL34/CSF1R/CSF1,5
GO:1904646,cellular response to amyloid-beta,5/331,37/12931,0.0023713058787484405,0.04257058648991248,0.03533780640360459,TREM2/LGMN/LRP1/TLR4/AGER,5
GO:1905521,regulation of macrophage migration,5/331,37/12931,0.0023713058787484405,0.04257058648991248,0.03533780640360459,TREM2/RARRES2/IL34/CSF1R/CSF1,5
GO:1901214,regulation of neuron death,15/331,255/12931,0.0024008195498544725,0.0428961597296273,0.03560806446354376,TNFRSF1B/HMOX1/LGMN/NFATC4/LRP1/APOE/GPNMB/TLR4/ARRB1/ARRB2/ATM/ITGB2/CSF1/PRKN/NAIP,15
GO:0014015,positive regulation of gliogenesis,6/331,54/12931,0.0024679229118487536,0.04388711970598963,0.03643065946835325,TNFRSF1B/TREM2/PTN/LRP1/IL34/CSF1,6
GO:1903037,regulation of leukocyte cell-cell adhesion,15/331,256/12931,0.0024925997357749616,0.04411784508859908,0.036622184405529834,LILRB1/CXCL12/LOXL3/NCKAP1L/GPNMB/VSIG4/TNFRSF14/ITGB2/NLRP3/TNFAIP8L2/SOCS5/DPP4/AGER/HLA-DMB/PIK3R6,15
GO:0065005,protein-lipid complex assembly,4/331,23/12931,0.0025399938822169444,0.04474662119606486,0.03714413089931617,APOE/APOC1/ABCA1/APOC2,4
GO:0050772,positive regulation of axonogenesis,7/331,73/12931,0.0025900696116629997,0.04541656946962562,0.03770025437196621,PLXND1/CXCL12/LRP1/PLXNC1/SHOX2/ZEB2/TRPV2,7
GO:0032943,mononuclear cell proliferation,13/331,207/12931,0.0026181416393501696,0.04569626842754694,0.03793243223093593,TNFRSF1B/P2RX7/LILRB1/NCKAP1L/GPNMB/TLR4/ATM/PLCL2/VSIG4/TNFRSF14/CSF1/AGER/HLA-DMB,13
GO:0045806,negative regulation of endocytosis,5/331,38/12931,0.002674294226006975,0.04624811574333163,0.0383905202024082,NR1H3/ANKRD13A/LILRB1/APOC1/APOC2,5
